temp_coef,rain_coef
-22.36542126985271,-827.5870462894023
121.86852528286532,1237.2101068394318
-139.94726337998296,-752.7026901992228
105.84987157104396,342.07886610291604
-158.27805587802848,-1405.0210945988172
-17.00563900716435,-1518.556846886136
6.889559263293492,-2803.63595225664
82.8773234646452,1595.2779994919563
-10.752968362543333,4325.304986118346
-48.3281669910858,-3674.726215133848
-65.87978711753196,1085.4711948506836
12.139303222601054,2022.9307171273176
15.776491509570093,4420.015696171941
81.72153974611815,-2366.9893139559376
-74.97925701452661,-1934.9517435433174
20.743612433460868,3025.69862663331
-47.73082547776787,2637.7598743865633
-54.14719466583863,1413.5282548673154
-17.4718447578623,-665.027352033309
-57.421233467218286,-3822.400351067109
34.02306190139123,628.3877367908467
44.40659680542053,-129.73974444955905
2.3136996829187657,-1016.5250168439406
23.931653236757178,2023.9242607006486
65.24031003993615,-1312.4193148388588
52.18087346036055,4954.168306773122
-199.70977632060755,1000.7414295479612
-91.35897936538693,-1515.482690913494
-80.08430333491286,1324.7779908165492
-27.293673949124845,-1134.7530690858973
41.9145089024546,3108.752208921519
-29.147662185271862,4105.888493909518
79.48549321214816,-2194.0907031733027
-3.3153443556070616,1694.4830228778405
73.16498574819576,-662.591023949491
135.6187497771169,4107.859749486391
-16.87301769731293,1521.4067722153625
58.44642105433291,-2925.0894161543097
-41.710255314366385,2755.3957394131294
-25.999100845926755,-726.7839014699309
-121.95795588562302,347.6223896766894
-106.05928619132607,-1226.4459308917412
8.22319062634937,-1659.5667752670283
32.78209284489512,1857.951307212085
60.8664822243006,3246.392414341803
57.9121864922199,4256.005166351597
-28.101643113213285,364.1342284895106
35.89730621435894,-32.192876302026576
-43.29986396941279,2413.7742386789455
-111.13535051265262,2050.3493689573634
-134.25615113448862,-1108.7374508891692
-55.52166474441867,-3178.863481889759
-48.06563630502205,1375.920578376913
73.95976096697554,734.5586213297909
-47.939696475637774,-3176.7831552016382
-127.09124405739973,-1042.8866988097448
39.49261308508912,997.8527548154034
-47.66593499167629,-3186.426166747001
-19.613227002252923,-649.5126286033612
-22.81847220810684,558.5273128640869
-18.405119083877594,764.4910201965538
-77.70510234241463,-3024.4629280580884
-90.21395320354287,-2967.4467700722616
-4.365130463797529,-466.45177427701225
26.46527871399273,-2635.573360252153
8.871787366981936,2737.775550877085
104.03396748176144,1773.24886863097
10.300835226147466,-566.5740788544036
-120.48559098331557,-475.2766553786489
80.92578918379819,903.2649405912501
6.625572764650977,888.7424007532461
41.07249673904019,1051.7551470059477
2.3909309382167514,-2736.4556436699563
-43.22692600934904,2817.584551858279
21.66802532176962,819.4347906050018
42.13321821130116,1194.1176763533217
6.538698737407348,515.1825050176775
-62.0065770257724,-333.7812146613175
38.25009319160915,-290.8310658516565
20.864991775701156,-170.37973859817478
22.1099793908856,1894.6702667422405
90.79402197757322,-1604.1979128325886
1.962953030176684,43.124109400916296
112.81988358246026,2826.6945034881305
66.35877825524898,2999.956551201037
46.77952978082693,475.3511258849859
-74.30006037157571,-1238.2738367381917
-13.485099445266243,541.6585865991281
-19.02495021093565,-529.8459936780033
-21.372727904195,2869.36251737116
24.215259304829065,-474.2144223712846
51.2330691681268,731.4493764115331
10.292852666799295,-1591.8154491458279
-18.368817347224642,-2867.045333260931
23.714713929020604,2138.2180000156172
-20.215855048535865,-2973.6511034178984
1.0423535585882497,860.3738566737677
39.58771803619635,1060.1973757118694
-47.762761446876524,256.043725114615
-88.47124313396715,-3333.1526907791554
-147.32063030222636,-1700.0959271363893
-3.3480156442357654,-28.46555499665672
38.75095110170324,-1168.3284520032662
19.329308329441382,-3545.831261674188
-24.64408866386372,1847.0255880445598
64.71876110770218,5012.959998509725
-24.082219174005527,4044.59783452076
93.3249641224737,3825.6972466697075
-32.24552898575365,-2906.756730820772
-96.7745063725479,-1295.112935048752
27.536655767697518,-2548.1476923647333
-59.26311635344945,-1278.1443387824515
86.5223256630313,-2540.3544432196527
0.5615695479335958,-603.4040307490393
-51.66980407801482,-424.6663492314822
49.25866753726712,196.139043753156
9.574272163929212,-2824.7617835745295
58.6759645151218,318.6490417090542
-9.896809705950261,-210.08398798364556
-34.64448284403706,2668.2557662341305
-56.26164861149242,-3448.8414375986968
78.69611113819936,-1639.55412401603
97.82060782906403,3503.2702610717324
21.470757864538964,4520.294798089717
-57.23978511217531,2833.9964930795313
-49.620051172825654,-390.62004195457894
30.48226637353351,-2408.4999304138482
-42.823224651717815,-1654.79304354838
7.483781783918533,904.9371016152123
0.8093279891817522,526.6221995161643
94.59839870412175,-131.26069706463818
81.88049278681522,-2379.887159006378
38.94918371760883,536.1333001450574
-8.019951338448283,379.69095428176627
87.86555072544638,1970.7812012018185
-98.50579982360637,-417.62373311904634
42.43617934665045,1947.2997981679785
-19.825964817000745,-1497.0451346300908
134.39585742735392,390.5763754582725
-25.846975380600895,-63.50624777940556
-82.43519919387289,-361.5453858381606
-21.47587886549514,-2914.6691403776676
-107.5991799081242,799.8397076548846
76.43552095974725,-62.257030545180875
72.86013431510169,1253.815200567788
21.229865706682276,-602.2093778754042
-91.46254708658336,-2775.9861832681518
29.448240410066592,-3427.873864904086
27.65874572574491,3080.811552210405
-93.14077927040256,-3231.134129079665
44.98618825179113,3025.4462238924943
-50.630166676275174,-2308.237320623724
-16.785327346569183,-2101.7878692528634
42.223933419709994,-1774.254883981865
-33.16575173161466,-1428.5351121283286
-21.28599118121101,-453.11857432706995
17.118349114908042,-2637.847701834645
-51.28896734296823,1338.584553446593
-23.57948679603721,865.5256920405257
-102.95714653185456,-1211.3460972283738
-99.04957192792695,-3022.671276308171
162.706042704376,5486.55531978419
48.750486118763504,1806.6840961525268
-187.79813952744107,2773.216653946988
-21.812283699731392,2609.2551750920925
-73.49960683414787,917.702389686295
1.0704084552338209,-680.6092600922467
38.5411191680255,-92.28931483834508
-153.429167578637,-2806.3644506347073
42.82920807709583,759.5046137325021
-75.02433700691458,196.87172359880034
70.59271855341245,1650.498104580921
41.534419497253346,2097.2846620595806
-70.37607230596285,-466.35351630419393
15.513360690402884,-743.559491309529
-91.20121901354412,-1126.3329437394461
124.94018423258795,-2037.4743592193868
-12.112069499239652,-1814.4518843851783
16.227454076734123,-641.6775925728581
19.78050416219059,-544.2361764480513
3.718147053501451,1737.6849778482201
-5.817247304576014,4214.974439521882
81.81491065146542,2192.850071632393
34.71426567425998,928.1299058387095
-32.852979608067855,-936.464623680254
-113.19306414637464,467.7599258338624
27.09307233183861,593.8971900179818
32.488326957932074,-135.1954470112787
-67.8858488891177,270.54883467606777
24.026682654665215,-1314.82998147609
3.0238749140927825,-829.8990264248009
-12.915996796014827,810.8824083091266
87.3111328478515,414.70134800162765
93.20707386919203,-3168.3306839571205
44.77524764675719,598.0435667432685
-163.49409861070387,-147.6427877193435
14.45782732921046,2811.721617686743
-47.322030019233715,-723.6178350712669
-73.8319469022411,3819.104842832744
-0.08916911994245602,885.607259206919
-80.74145325850569,-23.755277088318532
-52.250940871306774,465.80629993471103
-80.74008645835826,-3887.701328378548
-86.58447398809022,151.82515056152403
60.155276896252325,-3193.544835219498
-29.38231519722079,-433.786939174397
-49.37459312051021,-3851.9508885713376
-75.08478335514583,-1233.3377642424991
-170.69236297878004,-1620.3777350961407
-36.08876236111337,613.4168106739417
-55.37031287224703,877.7220172749127
71.09597407723126,-2665.2440571502334
112.72824932614238,1702.7771360522909
16.240674224943852,2868.5970828345667
35.450941588371286,3180.9734378988437
-73.51043089366134,2508.5764875128802
61.1158958945132,387.57748909939914
21.690748791287284,-2782.313260871727
11.15586866758964,-963.71671931582
19.58668364213993,-662.1024174666541
-38.55531529682907,1240.1559951823276
-45.24722292842942,-164.76060677373567
-20.09463537262897,908.8708394634726
32.00458706255319,1779.555353905905
-28.28983706487783,121.33265111873077
-65.64675903021553,-333.1013646333113
8.869592796254091,-3214.813797019434
-40.94242495986395,1370.9269833171527
-63.59778077911977,-1349.6235748770157
-57.37709516292445,110.60698830150716
-13.54560274609117,-3054.7741001918434
75.07503402547572,-500.3720190165262
-27.450259721812586,1180.7899894837353
-75.44034670530435,506.47779050101497
-1.7429392014570908,-3548.5723239217446
53.74471986756104,-2347.06582946496
103.48794934195175,750.7891444987322
-54.44732700746479,-1203.1352451992161
90.80972183657647,2419.7573784229103
-34.71540159894315,-2707.01821237501
38.89788476298679,4586.796238973236
-0.3139701481270567,4444.850555753213
39.995302404842505,1242.570396291133
-68.16068163079508,261.2090371448954
-141.20663158783594,2858.507068370496
-68.3560853325455,1133.4379436258062
-41.733397940595985,4037.6036041298644
-171.1628377720428,-1935.0657230152074
81.25199723417619,1837.5065519981683
-41.870916986176056,-3735.653184121602
-21.55023102452148,-564.2326386507151
-71.73303695352226,2681.319096903687
-22.516352478059993,-413.2859329077596
112.04397729384183,2710.922561532467
-13.437016535881018,647.6695771097277
11.499530357105833,-294.94481055882136
19.249791843709602,-2892.0700935044047
-42.671513694141524,-1805.2790951088894
63.96745585362662,-277.2136087007573
-138.5851973490273,34.63965823738744
58.35878364801706,-2494.410104908536
76.32508106911625,2045.5093899987082
69.82096796567042,-3313.571453873114
-45.85706701911421,4088.204992556616
-76.91801114097505,2550.110624722714
195.13847084853083,-1742.7982280403703
-4.572448384226512,1527.9975217417323
-89.56264938415242,1720.875581495349
-123.27562768025439,-1350.7771237300324
34.97687505646532,4721.825902246576
69.93421535880935,-242.18348669520984
40.935810696084786,635.4471688400105
44.0462941360069,1131.4356727696922
49.26612277690062,1392.4249565009445
42.13610907179935,-2234.273898220252
-90.8911947619061,1482.2679801990594
33.28614510644083,-58.59712521038796
-11.309728824833801,-3574.133482246838
45.51480658933032,4498.11191724247
162.93796793983984,317.0726134060915
-48.239463530632136,-542.5307733464745
11.407394611725449,-205.2349819125372
-121.00323213550917,-251.49814555259988
-13.462238075208813,2700.8611057273383
-74.22934075444753,2614.709035991785
-1.6904071377930645,-2955.947701948456
85.98634717894642,-51.747094313017456
-117.43433234299775,860.4313034230169
-26.43649645945711,1604.3585108948055
-121.11346991286464,-1374.1850677758064
-45.13991782155042,-65.33523598211193
-23.56447321551604,-2318.7762906065464
-49.29219433956581,-1033.8934584540152
47.986639723810185,-2658.2556042891724
42.978536016722714,-3017.866051404424
2.0497370025761104,-3591.6142722424183
81.52007720800687,1497.9599724770997
-6.167216390321519,-2863.0017794930272
-30.717467682048174,-2106.7140796993854
95.14654020902033,-1410.2196966859829
-106.47607535180367,-3162.9055711641277
-30.950176156270757,-276.24737206767304
-76.86015812897959,-315.07254064373467
-44.488822685417205,-3810.031492675867
64.01836878784069,1173.3245593339159
-47.50569849062181,2478.39284959124
109.27360179174339,989.4936995931259
19.300794381093787,1721.3030429809185
86.40822063734387,453.7343569167611
-53.44419210729657,961.5008868010278
-33.38298116698715,699.5971804697413
-7.963245041104297,-1960.1624256623868
-116.06759411695415,-316.44243477978983
11.975740241354439,-676.6711725185376
-37.54157704946093,621.3392506542939
42.291464798986745,413.08529119611046
9.734123280011937,991.798493234728
128.9148551691647,2179.7988742310336
0.5176487372512302,-1934.0431617864679
-60.581412760483374,2578.9515045208746
-3.0798000019417167,4291.887301446755
-121.31799899396394,124.85884751008095
133.14731026798637,-2408.2284682374384
-17.929475396947893,-522.6689008670269
-63.85585574806021,-3342.0721214705254
101.76685652050796,-2288.868035107671
-46.50040426213366,801.3992052244361
-72.46696855935157,-77.4846917706018
70.92568571676229,5101.8937905826615
139.9574250712767,4961.8624385924795
7.861258200343807,1877.8585264103372
56.057535988066086,-2517.3591187565107
20.920646921893518,4375.705896583581
126.93690944153332,-575.5441932263865
102.3101663641129,1323.1645644280309
-55.031182679287525,-3109.5329678563853
-51.28313066700927,2383.726428091856
115.58463983213484,-148.67732963008265
108.02654163794087,1439.1074773707164
93.5471025440876,3799.67017757821
-13.206003045236919,1671.88341745854
-1.5466221171448868,-384.45213052747994
77.01946120995207,1033.4656305620927
28.986889734375225,753.944318408805
-75.05490032499172,-4.610414589825353
-33.70774873208622,1356.3482139319253
87.77580550730127,-245.00008946904865
