feature,coef,std_err_wls,t_stat_wls
intercept,-575.5502012161704,3867.222441811262,-0.14882779821338757
temp,51.914253133627625,57.52234440157749,0.9025058640030661
rain,301.66251099795613,1768.377956204695,0.1705871247373985
weekday_Monday,-1165.2670720452118,442.5103853144796,-2.633310111393407
weekday_Saturday,972.8818076854002,419.3175027735416,2.3201554937496107
weekday_Sunday,540.3209311042799,423.84618923478996,1.274804268217612
weekday_Thursday,-1067.2840062739706,388.2127552118441,-2.7492244702046524
weekday_Tuesday,-1036.9768084910138,465.3518469521201,-2.228371532815057
weekday_Wednesday,-998.5110036270311,398.1780538867439,-2.5076997435701047
