feature,coef,std_err,t_stat
intercept,1655.2445535617246,4414.11706727655,0.37498882071629963
temp,21.742904601175333,66.09560993451483,0.3289614033778859
rain,418.85125383805405,2172.8124727767845,0.19276916857108042
weekday_Monday,-1232.267989562972,503.9822639417554,-2.4450622129539537
weekday_Saturday,676.837248934087,493.5814288878987,1.3712777858338123
weekday_Sunday,251.098016610411,491.46096069810653,0.5109215923350927
weekday_Thursday,-1301.204243174883,463.6308482703167,-2.806552342298468
weekday_Tuesday,-1379.0463498873294,541.2612612937994,-2.5478386289662356
weekday_Wednesday,-1279.4371618404696,463.59471964721,-2.759818236959441
